   Permno    date           rtn
   14593    20080213       0.036361
   14593    20080214      -0.014992
   14593    20080215      -0.022203
   14593    20080219      -0.019658
   14593    20080220       0.013423
   14593    20080221      -0.018414
   14593    20080222      -0.017114
   14593    20080225       0.002344
   14593    20080226      -0.004927
   14593    20080227       0.031976
   14593    20080228       0.056522
   14593    20080229      -0.037641
   14593    20080303      -0.026316
   14593    20080304       0.023741
   14593    20080305      -0.001044
   14593    20080306      -0.028596
   14593    20080307       0.010915
   14593    20080310      -0.020941
   14593    20080311       0.063999
   14593    20080312      -0.010366
   14593    20080313       0.015155
   14593    20080314      -0.010396
   14593    20080317       0.000948
   14593    20080318       0.048055
   14593    20080319      -0.023716
   14593    20080320       0.027763
   14593    20080324       0.046972
   14593    20080325       0.010392
   14593    20080326       0.028940
   14593    20080327      -0.033159
   14593    20080328       0.019679
   14593    20080331       0.003426
   14593    20080401       0.042022
   14593    20080402      -0.013643
   14593    20080403       0.027934
   14593    20080404       0.009696
   14593    20080407       0.018356
   14593    20080408      -0.019565
   14593    20080409      -0.009160
   14593    20080410       0.020536
   14593    20080411      -0.047946
   14593    20080414       0.004350
   14593    20080415       0.004060
   14593    20080416       0.035854
   14593    20080417       0.005140
   14593    20080418       0.042397
   14593    20080421       0.044213
   14593    20080422      -0.047336
   14593    20080423       0.016792
   14593    20080424       0.037142
   14593    20080425       0.004676
   14593    20080428       0.014788
   14593    20080429       0.016314
   14593    20080430      -0.006284
   14593    20080501       0.034780
   14593    20080502       0.005222
   14593    20080505       0.020946
   14593    20080506       0.010448
   14593    20080507      -0.021804
   14593    20080508       0.013528
   14593    20080509      -0.008700
   14593    20080512       0.025675
   14593    20080513       0.009566
   14593    20080514      -0.019478
   14593    20080515       0.018630
   14593    20080516      -0.011121
   14593    20080519      -0.021427
   14593    20080520       0.012527
   14593    20080521      -0.041474
   14593    20080522      -0.006398
   14593    20080523       0.023270
   14593    20080527       0.029033
   14593    20080528       0.003111
   14593    20080529      -0.001711
   14593    20080530       0.011034
   14593    20080602      -0.014040
   14593    20080603      -0.003923
   14593    20080604      -0.000971
   14593    20080605       0.022895
   14593    20080606      -0.020007
   14593    20080609      -0.021709
   14593    20080610       0.022190
   14593    20080611      -0.026018
   14593    20080612      -0.041757
   14593    20080613      -0.005137
   14593    20080616       0.025933
   14593    20080617       0.025956
   14593    20080618      -0.014771
   14593    20080619       0.012028
   14593    20080620      -0.031122
   14593    20080623      -0.012039
   14593    20080624       0.000520
   14593    20080625       0.023896
   14593    20080626      -0.051469
   14593    20080627       0.010876
   14593    20080630      -0.015580
   14593    20080701       0.043239
   14593    20080702      -0.037211
   14593    20080703       0.011535
   14593    20080707       0.029626
   14593    20080708       0.025063
   14593    20080709      -0.029518
   14593    20080710       0.013659
   14593    20080711      -0.022929
   14593    20080714       0.007533
   14593    20080715      -0.024385
   14593    20080716       0.018687
   14593    20080717      -0.005787
   14593    20080718      -0.038764
   14593    20080721       0.006903
   14593    20080722      -0.025678
   14593    20080723       0.026170
   14593    20080724      -0.043486
   14593    20080725       0.019430
   14593    20080728      -0.047619
   14593    20080729       0.017358
   14593    20080730       0.017825
   14593    20080731      -0.005817
   14593    20080801      -0.014407
   14593    20080804      -0.021895
   14593    20080805       0.048359
   14593    20080806       0.022099
   14593    20080807      -0.003776
   14593    20080808       0.036559
   14593    20080811       0.023651
   14593    20080812       0.018265
   14593    20080813       0.014542
   14593    20080814       0.000112
   14593    20080815      -0.019964
   14593    20080818      -0.001992
   14593    20080819      -0.010605
   14593    20080820       0.013312
   14593    20080821      -0.008815
   14593    20080822       0.014344
   14593    20080825      -0.023983
   14593    20080826       0.006317
   14593    20080827       0.005932
   14593    20080828      -0.005324
   14593    20080829      -0.024232
   14593    20080902      -0.019702
   14593    20080903       0.004633
   14593    20080904      -0.034380
   14593    20080905      -0.006451
   14593    20080908      -0.014109
   14593    20080909      -0.039514
   14593    20080910      -0.000461
   14593    20080911       0.006860
   14593    20080912      -0.024304
   14593    20080915      -0.057607
   14593    20080916      -0.003420
   14593    20080917      -0.086145
   14593    20080918       0.048971
   14593    20080919       0.050861
   14593    20080922      -0.069974
   14593    20080923      -0.032125
   14593    20080924       0.014743
   14593    20080925       0.025017
   14593    20080926      -0.027969
   14593    20080929      -0.179195
   14593    20080930       0.079802
   14593    20081001      -0.039944
   14593    20081002      -0.082661
   14593    20081003      -0.030270
   14593    20081006       0.011023
   14593    20081007      -0.091502
   14593    20081008       0.007066
   14593    20081009      -0.011694
   14593    20081010       0.090827
   14593    20081013       0.139050
   14593    20081014      -0.056049
   14593    20081015      -0.058897
   14593    20081016       0.040225
   14593    20081017      -0.044067
   14593    20081020       0.010678
   14593    20081021      -0.070601
   14593    20081022       0.058804
   14593    20081023       0.014039
   14593    20081024      -0.018833
   14593    20081027      -0.044511
   14593    20081028       0.084917
   14593    20081029       0.046442
   14593    20081030       0.062076
   14593    20081031      -0.031070
   14593    20081103      -0.005856
   14593    20081104       0.037678
   14593    20081105      -0.069285
   14593    20081106      -0.040658
   14593    20081107      -0.008678
   14593    20081110      -0.024023
   14593    20081111      -0.011577
   14593    20081112      -0.049066
   14593    20081113       0.070129
   14593    20081114      -0.064289
   14593    20081117      -0.023271
   14593    20081118       0.020082
   14593    20081119      -0.040263
   14593    20081120      -0.067215
   14593    20081121       0.025966
   14593    20081124       0.125575
   14593    20081125      -0.023131
   14593    20081126       0.046255
   14593    20081128      -0.024526
   14593    20081201      -0.040358
   14593    20081202       0.039807
   14593    20081203       0.037093
   14593    20081204      -0.046820
   14593    20081205       0.028334
   14593    20081208       0.060851
   14593    20081209       0.003410
   14593    20081210      -0.018489
   14593    20081211      -0.032685
   14593    20081212       0.034421
   14593    20081215      -0.035820
   14593    20081216       0.007177
   14593    20081217      -0.065703
   14593    20081218       0.003028
   14593    20081219       0.006374
   14593    20081222      -0.047333
   14593    20081223       0.007464
   14593    20081224      -0.015513
   14593    20081226       0.009055
   14593    20081229       0.009323
   14593    20081230      -0.003695
   14593    20081231      -0.010894
   14593    20090102       0.063269
   14593    20090105       0.042204
   14593    20090106      -0.016494
   14593    20090107      -0.021608
   14593    20090108       0.018569
   14593    20090109      -0.022869
   14593    20090112      -0.021197
   14593    20090113      -0.010715
   14593    20090114      -0.027135
   14593    20090115      -0.022853
   14593    20090116      -0.012593
   14593    20090120      -0.050164
   14593    20090121       0.059207
   14593    20090122       0.066763
   14593    20090123       0.000000
   14593    20090126       0.014486
   14593    20090127       0.012160
   14593    20090128       0.038245
   14593    20090129      -0.012739
   14593    20090130      -0.030860
   14593    20090202       0.015311
   14593    20090203       0.016064
   14593    20090204       0.006130
   14593    20090205       0.031106
   14593    20090206       0.033796
   14593    20090209       0.027978
   14593    20090210      -0.045654
   14593    20090211      -0.010324
   14593    20090212       0.025305
   14593    20090213      -0.001108
   14593    20090217      -0.046692
   14593    20090218      -0.001693
   14593    20090219      -0.039525
   14593    20090220       0.006178
   14593    20090223      -0.046601
   14593    20090224       0.037953
   14593    20090225       0.010083
   14593    20090226      -0.021610
   14593    20090227       0.001345
   14593    20090302      -0.015340
   14593    20090303       0.004890
   14593    20090304       0.031685
   14593    20090305      -0.025557
   14593    20090306      -0.039847
   14593    20090309      -0.025674
   14593    20090310       0.066388
   14593    20090311       0.045725
   14593    20090312       0.039599
   14593    20090313      -0.004359
   14593    20090316      -0.005316
   14593    20090317       0.044435
   14593    20090318       0.018663
   14593    20090319       0.000985
   14593    20090320      -0.000295
   14593    20090323       0.059750
   14593    20090324      -0.010765
   14593    20090325      -0.000103
   14593    20090326       0.031740
   14593    20090327      -0.027487
   14593    20090330      -0.022087
   14593    20090331       0.006029
   14593    20090401       0.033961
   14593    20090402       0.036986
   14593    20090403       0.029101
   14593    20090406       0.021209
   14593    20090407      -0.029126
   14593    20090408       0.011478
   14593    20090409       0.027940
   14593    20090413       0.005436
   14593    20090414      -0.015888
   14593    20090415      -0.005663
   14593    20090416       0.032387
   14593    20090417       0.016221
   14593    20090420      -0.023659
   14593    20090421       0.010456
   14593    20090422      -0.002053
   14593    20090423       0.032014
   14593    20090424      -0.011962
   14593    20090427       0.006699
   14593    20090428      -0.006638
   14593    20090429       0.009992
   14593    20090430       0.005514
   14593    20090501       0.011206
   14593    20090504       0.037960
   14593    20090505       0.004846
   14593    20090506      -0.001582
   14593    20090507      -0.025962
   14593    20090508       0.001007
   14593    20090511       0.002941
   14593    20090512      -0.039747
   14593    20090513      -0.039624
   14593    20090514       0.028956
   14593    20090515      -0.004311
   14593    20090518       0.034553
   14593    20090519       0.006317
   14593    20090520      -0.012397
   14593    20090521      -0.013427
   14593    20090522      -0.013529
   14593    20090526       0.067592
   14593    20090527       0.017357
   14593    20090528       0.015182
   14593    20090529       0.005479
   14593    20090601       0.026066
   14593    20090602       0.001005
   14593    20090603       0.010467
   14593    20090604       0.019794
   14593    20090605       0.006470
   14593    20090608      -0.005668
   14593    20090609      -0.007855
   14593    20090610      -0.017307
   14593    20090611      -0.002139
   14593    20090612      -0.021293
   14593    20090615      -0.006425
   14593    20090616       0.001911
   14593    20090617      -0.005647
   14593    20090618       0.002213
   14593    20090619       0.026494
   14593    20090622      -0.015128
   14593    20090623      -0.024459
   14593    20090624       0.016491
   14593    20090625       0.026721
   14593    20090626       0.018447
   14593    20090629      -0.003300
   14593    20090630       0.003240
   14593    20090701       0.002808
   14593    20090702      -0.019674
   14593    20090706      -0.010070
   14593    20090707      -0.023159
   14593    20090708       0.013442
   14593    20090709      -0.006267
   14593    20090710       0.015840
   14593    20090713       0.027577
   14593    20090714      -0.000492
   14593    20090715       0.032403
   14593    20090716       0.004357
   14593    20090717       0.028674
   14593    20090720       0.007638
   14593    20090721      -0.009149
   14593    20090722       0.034519
   14593    20090723       0.006890
   14593    20090724       0.013724
   14593    20090727       0.000713
   14593    20090728      -0.000625
   14593    20090729       0.000187
   14593    20090730       0.017247
   14593    20090731       0.003686
   14593    20090803       0.018606
   14593    20090804      -0.005287
   14593    20090805      -0.002658
   14593    20090806      -0.007268
   14593    20090807       0.009761
   14593    20090810      -0.004773
   14593    20090811      -0.011474
   14593    20090812       0.015231
   14593    20090813       0.018813
   14593    20090814      -0.009738
   14593    20090817      -0.043111
   14593    20090818       0.027633
   14593    20090819       0.003659
   14593    20090820       0.010510
   14593    20090821       0.017375
   14593    20090824      -0.000946
   14593    20090825       0.002011
   14593    20090826      -0.011747
   14593    20090827       0.012186
   14593    20090828       0.003541
   14593    20090831      -0.010820
   14593    20090901      -0.017312
   14593    20090902      -0.000714
   14593    20090903       0.008294
   14593    20090904       0.022576
   14593    20090908       0.015384
   14593    20090909      -0.010351
   14593    20090910       0.008297
   14593    20090911      -0.002318
   14593    20090914       0.009061
   14593    20090915       0.008289
   14593    20090916       0.038308
   14593    20090917       0.014736
   14593    20090918       0.002547
   14593    20090921      -0.005405
   14593    20090922       0.002500
   14593    20090923       0.005529
   14593    20090924      -0.009057
   14593    20090925      -0.007888
   14593    20090928       0.020738
   14593    20090929      -0.004147
   14593    20090930      -0.000162
   14593    20091001      -0.024225
   14593    20091002       0.022338
   14593    20091005       0.006079
   14593    20091006       0.021427
   14593    20091007       0.001263
   14593    20091008      -0.005151
   14593    20091009       0.006340
   14593    20091012       0.001785
   14593    20091013      -0.004140
   14593    20091014       0.006683
   14593    20091015      -0.003816
   14593    20091016      -0.013172
   14593    20091019       0.009625
   14593    20091020       0.046877
   14593    20091021       0.030992
   14593    20091022       0.001366
   14593    20091023      -0.006140
   14593    20091026      -0.007159
   14593    20091027      -0.025237
   14593    20091028      -0.025181
   14593    20091029       0.020530
   14593    20091030      -0.039980
   14593    20091102       0.004297
   14593    20091103      -0.002958
   14593    20091104       0.010914
   14593    20091105       0.016876
   14593    20091106       0.001597
   14593    20091109       0.036637
   14593    20091110       0.007545
   14593    20091111       0.001330
   14593    20091112      -0.006199
   14593    20091113       0.012179
   14593    20091116       0.010663
   14593    20091117       0.001791
   14593    20091118      -0.005024
   14593    20091119      -0.026462
   14593    20091120      -0.002942
   14593    20091123       0.029812
   14593    20091124      -0.006994
   14593    20091125      -0.001223
   14593    20091127      -0.017631
   14593    20091130      -0.003390
   14593    20091201      -0.014707
   14593    20091202      -0.003757
   14593    20091203       0.001274
   14593    20091204      -0.016083
   14593    20091207      -0.022605
   14593    20091208       0.004869
   14593    20091209       0.041765
   14593    20091210      -0.006926
   14593    20091211      -0.008960
   14593    20091214       0.011866
   14593    20091215      -0.014265
   14593    20091216       0.004429
   14593    20091217      -0.016254
   14593    20091218       0.018607
   14593    20091221       0.014327
   14593    20091222       0.010745
   14593    20091223       0.008684
   14593    20091224       0.034339
   14593    20091228       0.012294
   14593    20091229      -0.011861
   14593    20091230       0.012147
   14593    20091231      -0.004290
   14593    20100104       0.015555
   14593    20100105       0.001729
   14593    20100106      -0.015906
   14593    20100107      -0.001849
   14593    20100108       0.006648
   14593    20100111      -0.008822
   14593    20100112      -0.011375
   14593    20100113       0.014105
   14593    20100114      -0.005792
   14593    20100115      -0.016712
   14593    20100119       0.044238
   14593    20100120      -0.015416
   14593    20100121      -0.017254
   14593    20100122      -0.049608
   14593    20100125       0.026928
   14593    20100126       0.014108
   14593    20100127       0.009440
   14593    20100128      -0.041340
   14593    20100129      -0.036264
   14593    20100201       0.013886
   14593    20100202       0.005803
   14593    20100203       0.017206
   14593    20100204      -0.036039
   14593    20100205       0.017756
   14593    20100208      -0.006856
   14593    20100209       0.010664
   14593    20100210      -0.005474
   14593    20100211       0.018215
   14593    20100212       0.008607
   14593    20100216       0.015071
   14593    20100217      -0.004179
   14593    20100218       0.001866
   14593    20100219      -0.006199
   14593    20100222      -0.006218
   14593    20100223      -0.016750
   14593    20100224       0.018253
   14593    20100225       0.006698
   14593    20100226       0.012970
   14593    20100301       0.021357
   14593    20100302      -0.000670
   14593    20100303       0.002298
   14593    20100304       0.006592
   14593    20100305       0.039106
   14593    20100308       0.000594
   14593    20100309       0.017984
   14593    20100310       0.008161
   14593    20100311       0.002935
   14593    20100312       0.004878
   14593    20100315      -0.012180
   14593    20100316       0.002725
   14593    20100317      -0.001470
   14593    20100318       0.002365
   14593    20100319      -0.010684
   14593    20100322       0.011249
   14593    20100323       0.016062
   14593    20100324       0.004423
   14593    20100325      -0.011859
   14593    20100326       0.018751
   14593    20100329       0.006453
   14593    20100330       0.014867
   14593    20100331      -0.003583
   14593    20100401       0.004128
   14593    20100405       0.010679
   14593    20100406       0.004403
   14593    20100407       0.004425
   14593    20100408      -0.002702
   14593    20100409       0.007668
   14593    20100412       0.002068
   14593    20100413       0.000578
   14593    20100414       0.013447
   14593    20100415       0.013147
   14593    20100416      -0.006106
   14593    20100419      -0.001334
   14593    20100420      -0.010038
   14593    20100421       0.059814
   14593    20100422       0.027967
   14593    20100423       0.016364
   14593    20100426      -0.004911
   14593    20100427      -0.027681
   14593    20100428      -0.001679
   14593    20100429       0.026911
   14593    20100430      -0.028105
   14593    20100503       0.020146
   14593    20100504      -0.028797
   14593    20100505      -0.010418
   14593    20100506      -0.038030
   14593    20100507      -0.042193
   14593    20100510       0.076868
   14593    20100511       0.009961
   14593    20100512       0.021714
   14593    20100513      -0.014232
   14593    20100514      -0.017572
   14593    20100517       0.001576
   14593    20100518      -0.007316
   14593    20100519      -0.015930
   14593    20100520      -0.042603
   14593    20100521       0.019179
   14593    20100524       0.018323
   14593    20100525      -0.006241
   14593    20100526      -0.004531
   14593    20100527       0.037856
   14593    20100528       0.013933
   14593    20100601       0.015377
   14593    20100602       0.011962
   14593    20100603      -0.003145
   14593    20100604      -0.027193
   14593    20100607      -0.019632
   14593    20100608      -0.006416
   14593    20100609      -0.024586
   14593    20100610       0.030058
   14593    20100611       0.011976
   14593    20100614       0.003037
   14593    20100615       0.021276
   14593    20100616       0.029112
   14593    20100617       0.017287
   14593    20100618       0.008107
   14593    20100621      -0.014244
   14593    20100622       0.013621
   14593    20100623      -0.010517
   14593    20100624      -0.007270
   14593    20100625      -0.008550
   14593    20100628       0.005999
   14593    20100629      -0.045210
   14593    20100630      -0.018113
   14593    20100701      -0.012126
   14593    20100702      -0.006198
   14593    20100706       0.006844
   14593    20100707       0.040361
   14593    20100708      -0.002223
   14593    20100709       0.005928
   14593    20100712      -0.008994
   14593    20100713      -0.021327
   14593    20100714       0.003689
   14593    20100715      -0.005053
   14593    20100716      -0.006164
   14593    20100719      -0.017287
   14593    20100720       0.025694
   14593    20100721       0.009329
   14593    20100722       0.018817
   14593    20100723       0.003536
   14593    20100726      -0.002539
   14593    20100727       0.018513
   14593    20100728      -0.011815
   14593    20100729      -0.010921
   14593    20100730      -0.003332
   14593    20100802       0.017881
   14593    20100803       0.000305
   14593    20100804       0.004009
   14593    20100805      -0.004867
   14593    20100806      -0.006148
   14593    20100809       0.006379
   14593    20100810      -0.008940
   14593    20100811      -0.035542
   14593    20100812       0.006395
   14593    20100813      -0.010683
   14593    20100816      -0.005861
   14593    20100817       0.017485
   14593    20100818       0.004366
   14593    20100819      -0.012605
   14593    20100820      -0.000960
   14593    20100823      -0.015382
   14593    20100824      -0.023881
   14593    20100825       0.012337
   14593    20100826      -0.010746
   14593    20100827       0.005577
   14593    20100830       0.003642
   14593    20100831       0.002474
   14593    20100901       0.029741
   14593    20100902       0.007350
   14593    20100903       0.026173
   14593    20100907      -0.003710
   14593    20100908       0.019821
   14593    20100909       0.000570
   14593    20100910       0.001292
   14593    20100913       0.013781
   14593    20100914       0.003820
   14593    20100915       0.008058
   14593    20100916       0.023499
   14593    20100917      -0.004339
   14593    20100920       0.028543
   14593    20100921       0.001907
   14593    20100922       0.014025
   14593    20100923       0.004066
   14593    20100924       0.011768
   14593    20100927      -0.003955
   14593    20100928      -0.014782
   14593    20100929       0.001778
   14593    20100930      -0.012597
   14593    20101001      -0.004335
   14593    20101004      -0.013733
   14593    20101005       0.036965
   14593    20101006       0.000865
   14593    20101007       0.000104
   14593    20101008       0.016769
   14593    20101011       0.004387
   14593    20101012       0.010767
   14593    20101013       0.005359
   14593    20101014       0.007230
   14593    20101015       0.041117
   14593    20101018       0.010358
   14593    20101019      -0.026761
   14593    20101020       0.003360
   14593    20101021      -0.003253
   14593    20101022      -0.006623
   14593    20101025       0.004456
   14593    20101026      -0.002558
   14593    20101027      -0.000714
   14593    20101028      -0.008414
   14593    20101029      -0.013956
   14593    20101101       0.010632
   14593    20101102       0.017029
   14593    20101103       0.011120
   14593    20101104       0.017487
   14593    20101105      -0.003582
   14593    20101108       0.004698
   14593    20101109      -0.007972
   14593    20101110       0.006169
   14593    20101111      -0.004323
   14593    20101112      -0.027238
   14593    20101115      -0.003230
   14593    20101116      -0.017734
   14593    20101117      -0.003614
   14593    20101118       0.026389
   14593    20101119      -0.005512
   14593    20101122       0.021615
   14593    20101123      -0.014775
   14593    20101124       0.019645
   14593    20101126       0.003065
   14593    20101129       0.003515
   14593    20101130      -0.018052
   14593    20101201       0.016873
   14593    20101202       0.005531
   14593    20101203      -0.002232
   14593    20101206       0.008537
   14593    20101207      -0.006060
   14593    20101208       0.008799
   14593    20101209      -0.003902
   14593    20101210       0.002510
   14593    20101213       0.003463
   14593    20101214      -0.004290
   14593    20101215       0.000218
   14593    20101216       0.002778
   14593    20101217      -0.001992
   14593    20101220       0.004991
   14593    20101221       0.006192
   14593    20101222       0.002946
   14593    20101223      -0.004798
   14593    20101227       0.003337
   14593    20101228       0.002433
   14593    20101229      -0.000553
   14593    20101230      -0.005011
   14593    20101231      -0.003399
   14593    20110103       0.021732
   14593    20110104       0.005219
   14593    20110105       0.008180
   14593    20110106      -0.000808
   14593    20110107       0.007161
   14593    20110110       0.018847
   14593    20110111      -0.002380
   14593    20110112       0.008137
   14593    20110113       0.003658
   14593    20110114       0.008100
   14593    20110118      -0.022469
   14593    20110119      -0.005313
   14593    20110120      -0.018180
   14593    20110121      -0.017915
   14593    20110124       0.032842
   14593    20110125       0.011705
   14593    20110126       0.007176
   14593    20110127      -0.001861
   14593    20110128      -0.020716
   14593    20110131       0.009580
   14593    20110201       0.016828
   14593    20110202      -0.002058
   14593    20110203      -0.002556
   14593    20110204       0.008910
   14593    20110207       0.015527
   14593    20110208       0.009435
   14593    20110209       0.008333
   14593    20110210      -0.010107
   14593    20110211       0.006515
   14593    20110214       0.006529
   14593    20110215       0.002005
   14593    20110216       0.008975
   14593    20110217      -0.013301
   14593    20110218      -0.021602
   14593    20110222      -0.034088
   14593    20110223       0.011843
   14593    20110224       0.000759
   14593    20110225       0.015399
   14593    20110228       0.014505
   14593    20110301      -0.011042
   14593    20110302       0.008044
   14593    20110303       0.021129
   14593    20110304       0.001224
   14593    20110307      -0.012889
   14593    20110308       0.001126
   14593    20110309      -0.009248
   14593    20110310      -0.016455
   14593    20110311       0.015346
   14593    20110314       0.004460
   14593    20110315      -0.022995
   14593    20110316      -0.044640
   14593    20110317       0.014030
   14593    20110318      -0.011863
   14593    20110321       0.026098
   14593    20110322       0.005600
   14593    20110323      -0.005891
   14593    20110324       0.017041
   14593    20110325       0.019045
   14593    20110328      -0.003129
   14593    20110329       0.001484
   14593    20110330      -0.006639
   14593    20110331      -0.000351
   14593    20110401      -0.011327
   14593    20110404      -0.009781
   14593    20110405      -0.006741
   14593    20110406      -0.002508
   14593    20110407       0.000118
   14593    20110408      -0.008933
   14593    20110411      -0.012714
   14593    20110412       0.004837
   14593    20110413       0.011221
   14593    20110414      -0.011037
   14593    20110415      -0.014921
   14593    20110418       0.013406
   14593    20110419       0.018111
   14593    20110420       0.013467
   14593    20110421       0.024199
   14593    20110425       0.006595
   14593    20110426      -0.007334
   14593    20110427      -0.000771
   14593    20110428      -0.009710
   14593    20110429       0.009748
   14593    20110502      -0.010996
   14593    20110503       0.005545
   14593    20110504       0.003935
   14593    20110505      -0.008067
   14593    20110506      -0.000260
   14593    20110509       0.002712
   14593    20110510       0.005322
   14593    20110511      -0.006353
   14593    20110512      -0.001901
   14593    20110513      -0.017515
   14593    20110516      -0.021145
   14593    20110517       0.008521
   14593    20110518       0.011097
   14593    20110519       0.001942
   14593    20110520      -0.015593
   14593    20110523      -0.002446
   14593    20110524      -0.006609
   14593    20110525       0.013817
   14593    20110526      -0.005285
   14593    20110527       0.007194
   14593    20110531       0.030882
   14593    20110601      -0.006670
   14593    20110602       0.001713
   14593    20110603      -0.007691
   14593    20110606      -0.015723
   14593    20110607      -0.017749
   14593    20110608       0.000602
   14593    20110609      -0.002257
   14593    20110610      -0.016863
   14593    20110613       0.002148
   14593    20110614       0.017881
   14593    20110615      -0.017116
   14593    20110616      -0.004866
   14593    20110617      -0.015069
   14593    20110620      -0.015425
   14593    20110621       0.031650
   14593    20110622      -0.008269
   14593    20110623       0.026720
   14593    20110624      -0.014733
   14593    20110627       0.017435
   14593    20110628       0.009698
   14593    20110629      -0.003639
   14593    20110630       0.004880
   14593    20110701       0.022611
   14593    20110705       0.017975
   14593    20110706       0.006668
   14593    20110707       0.015465
   14593    20110708       0.007027
   14593    20110711      -0.015874
   14593    20110712      -0.000706
   14593    20110713       0.012071
   14593    20110714      -0.000698
   14593    20110715       0.019985
   14593    20110718       0.024334
   14593    20110719       0.008159
   14593    20110720       0.026668
   14593    20110721       0.001008
   14593    20110722       0.015518
   14593    20110725       0.013221
   14593    20110726       0.012321
   14593    20110727      -0.026821
   14593    20110728      -0.001961
   14593    20110729      -0.003420
   14593    20110801       0.016057
   14593    20110802      -0.019761
   14593    20110803       0.009411
   14593    20110804      -0.038719
   14593    20110805      -0.009937
   14593    20110808      -0.054628
   14593    20110809       0.058889
   14593    20110810      -0.027593
   14593    20110811       0.027523
   14593    20110812       0.008804
   14593    20110815       0.017030
   14593    20110816      -0.007642
   14593    20110817      -0.000105
   14593    20110818      -0.037825
   14593    20110819      -0.027373
   14593    20110822       0.001152
   14593    20110823       0.048143
   14593    20110824       0.006906
   14593    20110825      -0.006539
   14593    20110826       0.026383
   14593    20110829       0.016659
   14593    20110830       0.000051
   14593    20110831      -0.013231
   14593    20110901      -0.009874
   14593    20110902      -0.018319
   14593    20110906       0.015212
   14593    20110907       0.011034
   14593    20110908       0.000547
   14593    20110909      -0.017337
   14593    20110912       0.006517
   14593    20110913       0.012318
   14593    20110914       0.012168
   14593    20110915       0.009401
   14593    20110916       0.019188
   14593    20110919       0.027790
   14593    20110920       0.004421
   14593    20110921      -0.003168
   14593    20110922      -0.025040
   14593    20110923       0.006172
   14593    20110926      -0.002795
   14593    20110927      -0.009698
   14593    20110928      -0.005635
   14593    20110929      -0.016221
   14593    20110930      -0.023683
   14593    20111003      -0.017623
   14593    20111004      -0.005606
   14593    20111005       0.015436
   14593    20111006      -0.002327
   14593    20111007      -0.020060
   14593    20111010       0.051406
   14593    20111011       0.029526
   14593    20111012       0.004747
   14593    20111013       0.015515
   14593    20111014       0.033225
   14593    20111017      -0.004763
   14593    20111018       0.005357
   14593    20111019      -0.055940
   14593    20111020      -0.008304
   14593    20111021      -0.006172
   14593    20111024       0.032835
   14593    20111025      -0.019716
   14593    20111026       0.007115
   14593    20111027       0.010210
   14593    20111028       0.000642
   14593    20111031      -0.000420
   14593    20111101      -0.020431
   14593    20111102       0.002270
   14593    20111103       0.014242
   14593    20111104      -0.007021
   14593    20111107      -0.001274
   14593    20111108       0.016261
   14593    20111109      -0.026955
   14593    20111110      -0.025450
   14593    20111111      -0.001558
   14593    20111114      -0.013936
   14593    20111115       0.025233
   14593    20111116      -0.010442
   14593    20111117      -0.019128
   14593    20111118      -0.006545
   14593    20111121      -0.015816
   14593    20111122       0.020325
   14593    20111123      -0.025285
   14593    20111125      -0.009319
   14593    20111128       0.034519
   14593    20111129      -0.007763
   14593    20111130       0.024116
   14593    20111201       0.014992
   14593    20111202       0.004563
   14593    20111205       0.008494
   14593    20111206      -0.005242
   14593    20111207      -0.004758
   14593    20111208       0.004035
   14593    20111209       0.007577
   14593    20111212      -0.004522
   14593    20111213      -0.007733
   14593    20111214      -0.022170
   14593    20111215      -0.003288
   14593    20111216       0.005489
   14593    20111219       0.003123
   14593    20111220       0.035949
   14593    20111221       0.001250
   14593    20111222       0.005310
   14593    20111223       0.011993
   14593    20111227       0.007934
   14593    20111228      -0.009569
   14593    20111229       0.006159
   14593    20111230      -0.000296
   14593    20120103       0.015383
   14593    20120104       0.005374
   14593    20120105       0.011102
   14593    20120106       0.010454
   14593    20120109      -0.001586
   14593    20120110       0.003580
   14593    20120111      -0.001630
   14593    20120112      -0.002745
   14593    20120113      -0.003750
   14593    20120117       0.011648
   14593    20120118       0.010384
   14593    20120119      -0.003169
   14593    20120120      -0.017417
   14593    20120123       0.016914
   14593    20120124      -0.016375
   14593    20120125       0.062439
   14593    20120126      -0.004545
   14593    20120127       0.005960
   14593    20120130       0.012811
   14593    20120131       0.007660
   14593    20120201      -0.000635
   14593    20120202      -0.002346
   14593    20120203       0.010019
   14593    20120206       0.009333
   14593    20120207       0.010475
   14593    20120208       0.016744
   14593    20120209       0.034593
   14593    20120210       0.000507
   14593    20120213       0.018605
   14593    20120214       0.013649
   14593    20120215      -0.023142
   14593    20120216       0.009122
   14593    20120217      -0.000179
   14593    20120221       0.025352
   14593    20120222      -0.003516
   14593    20120223       0.006530
   14593    20120224       0.011658
   14593    20120227       0.006413
   14593    20120228       0.018354
   14593    20120229       0.013130
   14593    20120301       0.003742
   14593    20120302       0.001304
   14593    20120305      -0.022048
   14593    20120306      -0.005439
   14593    20120307       0.000811
   14593    20120308       0.021293
   14593    20120309       0.005867
   14593    20120312       0.012528
   14593    20120313       0.029167
   14593    20120314       0.037810
   14593    20120315      -0.006818
   14593    20120316       0.000017
   14593    20120319       0.026521
   14593    20120320       0.008085
   14593    20120321      -0.005710
   14593    20120322      -0.005245
   14593    20120323      -0.005489
   14593    20120326       0.018337
   14593    20120327       0.012356
   14593    20120328       0.005110
