date       ibm      bnd3a
20040615 0.005218 0.009005359
20040616 -0.001767 -0.002151634
20040617 0.000664 0.00226475
20040618 -0.004202 -0.0007920792
20040621 -0.006329 0.001413987
20040622 0.005922 -0.0005936312
20040623 0.008554 0.0007066639
20040624 -0.008812 0.002680778
20040625 -0.004889 0.0001690712
20040628 -0.00938 -0.004376869
20040629 -0.004735 0.002430822
20040630 -0.001586 0.004141376
20040701 -0.007374 0.002667305
20040702 -0.005257 0.005257577
20040706 -0.015395 -0.0001394720
20040707 -0.004084 0.0002789245
20040708 -0.019918 0.0005297423
20040709 0.002869 0.0003901569
20040712 0.012636 0.001169558
20040713 0.003532 -0.001448226
20040714 -0.013138 -0.0002787456
20040715 -0.001308 8.363185e-05
20040716 0.003095 0.006557218
20040719 0.012103 0.000470686
20040720 0.012427 -0.004550002
20040721 -0.012274 -0.002031984
20040722 0.00891 0.001225251
20040723 -0.01406 0.001418302
20040726 0.002828 -0.001585293
20040727 0.009284 -0.005638378
20040728 -0.000349 0.0008393957
20040729 0.010716 0.0008386917
20040730 0.003457 0.005100843
20040802 -0.004364 0.0005281079
20040803 -0.011305 0.001554908
20040804 0.003034 -0.0001664817
20040805 -0.009073 0.001414212
20040806 -0.01796 0.00948711
20040809 0.000839 -0.0008237911
20040810 0.017235 -0.002337767
20040811 -0.015296 0.0006606293
20040812 -0.017684 0.001402390
20040813 0.020679 0.002387782
20040816 0.001311 -0.001728514
20040817 0.000238 0.002988719
20040818 0.01297 -0.0008764963
20040819 -0.002819 0.001040754
20040820 0.004241 -0.001013352
20040823 -0.007038 -0.001453349
20040824 0.000709 8.232147e-05
20040825 0.00425 0.001042152
20040826 -0.004467 0.002081052
20040827 0.002952 0.0001914582
20040830 -0.006357 0.002758396
20040831 0.003436 0.002750809
20040901 -0.00555 0.0002175628
20040902 0.004156 -0.002886555
20040903 -0.002128 -0.004975679
20040907 0.006873 0.002818946
20040908 0.010474 0.004118319
20040909 0.006755 -0.001525346
20040910 0.003702 0.001116999
20040913 -0.003112 0.001741118
20040914 0.002659 0.001385286
20040915 -0.004036 -0.001711515
20040916 -0.002895 0.004990518
20040917 -0.004413 -0.002844798
20040920 -0.000467 0.003872353
20040921 0.000233 0.0009454988
20040922 -0.016449 0.002292496
20040923 -0.0051 -0.001941539
20040924 0.006557 2.699165e-05
20040927 -0.003198 0.002076172
20040928 0.003802 -0.0008353431
20040929 0.005919 -0.003618887
20040930 0.008943 -0.001136979
20041001 0.01143 -0.003092618
20041004 0.005074 0.001031936
20041005 0.001836 0.0004070501
20041006 0.008246 -0.002580787
20041007 -0.007042 -0.001061412
20041008 -0.008122 0.005837411
20041011 -0.000923 0.0004330528
20041012 -0.007272 0.001784363
20041013 -0.01186 0.001214788
20041014 -0.002354 0.002909485
20041015 0.000826 -0.002127403
20041018 0.01261 0.0003503901
20041019 0.040154 0.001023514
20041020 -0.006154 0.001210703
20041021 -0.008106 -0.000376506
20041022 -0.008059 0.001155961
20041025 0.011901 0.001074114
20041026 0.006446 -0.0004295071
20041027 0.011236 -0.004682841
20041028 -0.005556 0.0007280866
20041029 0.002793 0.002987688
20041101 0.004011 -0.002960732
20041102 0.003995 0.000646726
20041103 0.008069 0.0009154797
20041104 0.012939 8.07374e-05
20041105 0.009742 -0.006344257
20041108 0.002895 -0.0009212345
20041109 0 -8.132616e-05
20041110 0.00257 -0.002171141
20041111 0.012605 0.0001358345
20041112 0.005591 0.003173271
20041115 0.006295 0.000703806
20041116 -0.010738 -0.0002435691
20041117 0.006007 0.003296677
20041118 -0.003771 0.001321022
20041119 -0.006835 -0.003751944
20041122 0.006988 0.001594272
20041123 0.001787 -0.0007292666
20041124 0.001889 -0.0005405406
20041126 -0.007752 -0.001840026
20041129 0.008235 -0.003391259
20041130 -0.013194 -0.0002989821
20041201 0.017402 -0.0004622391
20041202 -0.001252 -0.001170148
20041203 0.013784 0.006297182
20041206 0.006077 0.001703186
20041207 -0.016075 0.0004050934
20041208 0.005723 0.005143892
20041209 0.008898 -0.001370913
20041210 -0.008615 0.0003765162
20041213 -0.002276 0.0005107596
20041214 0.008917 0.001128123
20041215 0.000206 0.002547021
20041216 0.001233 -0.004939077
20041217 -0.012827 -0.001130826
20041220 0.003638 0.0008078632
20041221 0.004868 0.001452511
20041222 0.006081 -0.001021918
20041223 0.001127 -0.0005651922
20041227 -0.002251 -0.002857761
20041228 0.008205 2.699820e-05
20041229 -0.001221 -0.001377839
20041230 0.001222 0.002753781
20041231 0.002848 0.002450421
20050103 -0.00842 8.068095e-05
20050104 -0.010742 -0.003448186
20050105 -0.002068 0.0005125922
20050106 -0.003109 0.0002696799
20050107 -0.004366 -0.0004045471
20050110 -0.001044 0.0004854369
20050111 -0.007107 0.001562585
20050112 0.002211 0.0005651618
20050113 -0.007982 0.002472189
20050114 -0.003706 -0.001342823
20050118 0.008502 0.0008596143
20050119 -0.018967 0.0005368839
20050120 -0.001074 0.001501743
20050121 -0.006667 0.001472735
20050124 -0.006387 0.0008023965
20050125 0.004358 -0.002703971
20050126 -0.002603 -0.0001072386
20050127 0.000326 -0.0005363656
20050128 0.009893 0.003320839
20050131 0.005706 0.0002138694
20050201 0.00471 -0.0001603978
20050202 0.004688 -0.0001604235
20050203 -0.008059 -0.0008827897
20050204 0.01037 0.004566035
20050207 0.000212 0.001490789
20050208 -0.002327 0.0008508828
20050209 -0.015192 0.002786885
20050210 0.000647 -0.003877209
20050211 0.005821 -0.001704349
20050214 0.002894 0.001278534
20050215 0.008122 -0.001091979
20050216 0.003074 -0.002695096
20050217 -0.009195 -0.0006949642
20050218 -0.00512 -0.003455253
20050222 -0.010185 -0.0003757078
20050223 -0.002383 0.0008317348
20050224 0.005863 -0.0005096908
20050225 0.001727 0.0005096908
20050228 -0.002371 -0.003492562
20050301 0.007777 0.0001076455
20050302 -0.004073 -5.382131e-05
20050303 -0.005489 -0.0001883974
20050304 -0.000433 0.003653954
20050307 -0.008336 0.0006702323
20050308 0.005786 -0.00303303
20050309 0.002388 -0.00568819
20050310 0.00065 0.001890666
20050311 -0.009739 -0.003270406
20050314 0.004262 0.001244555
20050315 -0.005658 -0.001136272
20050316 -0.007989 0.0002435955
20050317 -0.008715 0.002081673
20050318 -0.006455 -0.001784025
20050321 0.002576 -0.0004059046
20050322 -0.000112 -0.003742073
20050323 0.011397 -0.001141677
20050324 0.001989 0.0007340847
20050328 0.003749 -0.001196563
20050329 -0.004833 0.001658488
20050330 0.000883 0.001465878
20050331 0.007719 0.002303056
20050401 -0.010287 0.002513753
20050404 -0.001327 -0.0007561641
20050405 -0.008304 -0.0003512707
20050406 -0.006364 0.001593239
20050407 -0.006292 -0.001971668
20050408 -0.009498 -0.0007843456
20050411 -0.015982 0.002162221
20050412 -0.00522 0.004095385
20050413 -0.013761 -0.0002958142
20050414 -0.010997 0.000591541
20050415 -0.082975 0.003488344
20050418 -0.000652 0.00160591
20050419 -0.015264 0.0035506
20050420 -0.045972 -0.001173240
20050421 0.028052 -0.004465547
20050422 0.002431 0.002515994
20050425 0.00539 0.0006146528
20050426 0.01099 -0.0005879209
20050427 0.021477 0.001629296
20050428 -0.014796 0.003117633
20050429 0.006191 -0.001677518
20050502 0.001702 0.0007991689
20050503 -0.000523 -0.000612639
20050504 0.007977 5.328786e-05
20050505 -0.020498 0.001517512
20050506 -0.00053 -0.005094091
20050509 -0.00372 0
20050510 -0.022406 0.003123543
20050511 -0.000273 0.001278636
20050512 -0.009006 0.001170649
20050513 0.007436 0.001779951
20050516 0.016129 0.0006898748
20050517 -0.000673 0.0006363854
20050518 0.027864 0.002382845
20050519 0.010477 -0.002064804
20050520 -0.00972 -0.000768772
20050523 0.001309 0.003256599
20050524 -0.009149 0.001743081
20050525 0.002506 -0.001558065
20050526 0.015 -0.0006609298
20050527 -0.000519 0.0004759135
20050531 -0.020104 0.004536232
20050601 0.017075 0.00566767
20050602 0.006637 0.0008892144
20050603 -0.020168 -0.004296462
20050606 -0.010424 0.001574019
20050607 0.000533 0.002670159
20050608 -0.003198 -0.001438906
20050609 0.001738 -0.002254083
20050610 -0.002135 -0.003838373
20050613 0.003745 -0.001344281
20050614 -0.002132 -0.002218057
20050615 0.018828 0.0003435927
20050616 0.00983 0.002428211
20050617 -0.008566 -0.0002109148
20050620 0.002095 -0.0005274818
20050621 -0.001829 0.002845102
20050622 0.010732 0.005168919
20050623 -0.023566 -0.000654476
20050624 -0.018565 0.002432487
20050627 -0.001757 0.001305347
20050628 0.01922 -0.003371274
20050629 -0.00757 -0.001257335
20050630 -0.007092 0.002434652
20050701 0.006334 -0.00461253
20050705 0.001607 -0.002709280
20050706 0.013638 0.001710594
20050707 0.02071 0.001418887
20050708 0.024813 -0.002997793
20050711 -0.004288 0.0006844988
20050712 0.013678 -0.001738490
20050713 0.017616 -0.000923154
20050714 0.011909 -0.0006071085
20050715 -0.000485 0.0003695882
20050718 -0.006919 -0.001479173
20050719 0.023102 0.00221794
20050720 0.010753 0.0008963409
20050721 -0.002364 -0.004913366
20050722 0.000474 0.002644595
20050725 -0.002842 -0.001004122
20050726 -0.00095 0.0003172002
20050727 -0.002972 -0.0011371
20050728 -0.000835 0.003433797
20050729 -0.004057 -0.004121974
20050801 -0.000359 -0.001298237
20050802 -0.001438 -0.0008222049
20050803 0.009003 0.001855632
20050804 -0.011182 -0.0009273858
20050805 0.002887 -0.003611742
20050808 0.002399 -0.000798467
20050809 0.001679 0.001277241
20050810 -0.017725 -5.318583e-05
20050811 0.007803 0.002921028
20050812 -0.005686 0.003916696
20050815 0.003772 -0.0007133893
20050816 -0.014545 0.002586914
20050817 0 -0.002164103
20050818 -0.001845 0.00287565
20050819 0.01984 0.0003950851
20050822 -0.001933 0.0001053297
20050823 -0.006901 0.001473452
20050824 -0.008655 0.0004468686
20050825 -0.002705 0.0009981614
20050826 -0.008878 -0.001497616
20050829 0.011943 0.001129988
20050830 -0.009835 0.004428786
20050831 0.000993 0.003471637
20050901 -0.013396 0.0008334853
20050902 -0.001006 -0.0008074284
20050906 0.019632 -0.002008373
20050907 -0.000494 -0.002849936
20050908 -0.002223 -0.0002356792
20050909 0.007921 0.000759212
20050912 0.000491 -0.001650057
20050913 -0.008959 0.001937884
20050914 -0.003344 -0.001387562
20050915 -0.00584 -0.002255620
20050916 0.003999 -0.002287037
20050919 -0.011204 0.001393875
20050920 -0.009191 -0.0003680046
20050921 -0.014485 0.002861608
20050922 0.008381 0.0006813775
20050923 -0.002685 -0.003253827
20050926 -0.007564 -0.001788862
20050927 0.007492 -0.0005004016
20050928 0.019361 0.002210411
20050929 0.010818 -0.001552040
20050930 -0.001742 -0.001712668
20051003 0.002867 -0.002217647
20051004 -0.004226 0.0006605282
20051005 -0.00362 0.0009503947
20051006 -0.001503 0.0002638383
20051007 0.010038 0.0003692567
20051010 0.009317 0.0004218408
20051011 0.023877 -0.001054936
20051012 -0.012021 -0.002748053
20051013 0.000122 -0.001694871
20051014 0.001825 -0.0006097965
20051017 0.002914 0.0004772637
20051018 0.010776 0.0006095057
20051019 0.008265 0.0009532637
20051020 -0.011881 7.939764e-05
20051021 0.001924 0.003513642
20051024 0.00168 -0.002297000
20051025 -0.001318 -0.002673268
20051026 -0.005638 -0.00419633
20051027 -0.006997 0.001303278
20051028 -0.010813 -0.0003721919
20051031 0.00565 0.0008239532
20051101 -0.003542 -0.0008505436
20051102 -0.006496 -0.001223925
20051103 0.022329 -0.001812029
20051104 0.001569 -0.0004535208
20051107 0.007349 0.001200048
20051108 -0.00311 0.003246238
20051109 -0.003728 -0.003006401
20051110 0.013882 0.003245461
20051111 0.006668 0.0001327863
20051114 -0.002247 -0.001834009
20051115 0.013869 0.002524214
20051116 0.011809 0.003628999
20051117 0.004044 0.001638002
20051118 0.010128 -0.001823106
20051121 -0.005469 0.001981480
20051122 0.008019 0.001766808
20051123 0.009206 -0.002400455
20051125 0 0.002479493
20051128 0.003491 0.001737254
20051129 -0.000112 -0.003767872
20051130 -0.002245 -0.0009507964
20051201 0.003487 -0.001083954
20051202 -0.006277 0.0003173764
20051205 -0.002482 -0.001455470
20051206 0.008029 0.003674288
20051207 -0.004712 -0.0009239095
20051208 -0.013751 0.002821843
20051209 -0.006057 -0.003297330
20051212 -0.011613 -0.0001056943
20051213 -0.026175 0.0007660305
20051214 -0.006929 0.004031785
20051215 0.004812 -0.0007366289
20051216 -0.001915 0.0009732873
20051219 -0.007317 0.0004994283
20051220 -0.003383 -0.001130642
20051221 0.007759 -0.0008685697
20051222 0.001203 0.002734757
20051223 0.003124 0.002543963
20051227 -0.00587 0.00230234
20051228 0.000603 -0.001621551
20051229 -0.007707 5.234917e-05
20051230 -0.002427 -0.0009951031
20060103 -0.001703 0.002041511
20060104 -0.00134 0.0007318348
20060105 0.006711 -0.0001306455
20060106 0.029697 -0.001124257
20060109 -0.014361 0.0006276479
20060110 0.004061 -0.002093694
20060111 0.001189 -0.001468198
20060112 -0.007128 0.002410903
20060113 -0.004786 0.002822793
20060117 -0.002044 0.001356286
20060118 0.009639 -0.0002606814
20060119 -0.008473 -0.00159163
20060120 -0.020821 0.001096148
20060123 0.000615 0.0005476237
20060124 -0.006879 -0.001121647
20060125 0.000742 -0.003843996
20060126 -0.002348 -0.001651961
20060127 0.003716 0.0009967475
20060130 0.007529 -0.0009705046
20060131 -0.004043 0.000472255
20060201 0.007872 -0.001811523
20060202 -0.008665 0.0004203557
20060203 -0.015512 0.001548536
20060206 -0.005752 0
20060207 0.004276 -0.0009445845
20060208 0.014402 -0.001365977
20060209 -0.004951 0.001339726
20060210 0.011567 -0.001550042
20060213 -0.010943 0.0006833653
20060214 0.00808 -0.001156738
20060215 -0.00296 0.0003419028
20060216 0.000742 0.000473211
20060217 -0.002472 0.002860782
20060221 -0.002602 -0.0006554197
20060222 0.010559 0.001493731
20060223 -0.014136 -0.001651095
20060224 -0.001247 0.000288483
20060227 0.006617 -0.0004983411
20060228 -0.004837 0.002358368
20060301 -0.004237 -0.001257104
20060302 0.000501 -0.001862369
20060303 0.00025 -0.001865844
20060306 5e-04 -0.00197475
20060307 0.003625 0.0002371760
20060308 0.010587 0.0002634630
20060309 -0.001479 0.0005003885
20060310 0.006788 -0.0008165524
20060313 0.004413 -0.0004744333
20060314 0.011595 0.003894229
20060315 0.006033 -0.001235038
20060316 -0.006117 0.003883908
20060317 0.005189 -0.0008122732
20060320 0.003361 0.001100341
20060321 0.002752 -0.002753125
20060322 0.007636 0.0004200137
20060323 -0.014802 -0.001549675
20060324 0.001923 0.003201766
20060327 -0.003359 -0.0009699449
20060328 -0.007824 -0.003310130
20060329 0.008492 -0.001290238
20060330 0.000842 -0.001872487
20060331 -0.008774 0.0004750469
20060403 0.007154 -0.0006862512
20060404 0.004695 0.0006598657
20060405 0.008628 0.001687275
20060406 -0.004277 -0.002320737
20060407 -0.015869 -0.002829081
20060410 -0.004607 0.0005558717
20060411 -0.011449 0.001454392
20060412 -0.005052 -0.002275073
20060413 0.015232 -0.002439543
20060417 -0.004147 0.002148172
20060418 0.020456 0.001958502
20060419 -0.017405 -0.002064476
20060420 0.001955 -0.0003444941
20060421 -0.004389 0.0009801715
20060424 0.005511 0.001983891
20060425 0.00682 -0.003892137
20060426 0.008225 -0.001380446
20060427 0.006359 0.001619176
20060428 -0.01836 0.001404699
20060501 -0.001336 -0.002359961
20060502 0.002311 0.001008305
20060503 0.003397 -0.001406601
20060504 -0.003265 -0.0002921841
20060505 0.010312 0.002202556
20060508 -0.001081 0
20060509 0.004102 -0.0002385971
20060510 -0.003965 0.0001590710
20060511 -0.005308 -0.00108749
20060512 -0.000849 -0.002231729
20060515 0.006069 0.002337877
20060516 -0.008807 0.002411843
20060517 -0.010833 -0.003155120
20060518 -0.007506 0.004186989
20060519 -0.004711 0.0009515503
20060522 -0.003239 0.00142563
20060523 -0.002374 -0.001293542
20060524 -0.000626 0.001689190
20060525 0.004512 -0.001662774
20060526 0.007612 0.001108823
20060530 -0.007306 -0.001003168
20060531 -0.003244 -0.001586001
20060601 0.009887 0.0004231797
20060602 -0.0145 0.005932076
20060605 -0.005785 -0.001078337
20060606 0.008854 0.0008154354
20060607 -0.007648 -0.0008417509
20060608 -0.026785 0.00118351
20060609 0.007789 0.0007356999
20060612 -0.007858 -2.626568e-05
20060613 -0.001168 0.001364901
20060614 0.010139 -0.004548151
20060615 0.010938 -0.002136612
20060616 -0.007765 -0.001162545
20060619 -0.003592 -0.0008727966
20060620 0.00412 -0.0004234485
20060621 0.003975 0.0002911401
20060622 -0.014176 -0.001907184
20060623 -0.001166 -0.00114075
20060626 0.000649 -0.0006107033
20060627 -0.00674 0.00180448
20060628 -0.000913 -0.001671687
20060629 0.013453 0.002811076
20060630 -0.009924 0.003304827
20060703 0.015621 5.278856e-05
20060705 -0.003204 -0.00346355
20060706 0.004115 0.002222282
20060707 -0.021386 0.002849982
20060710 0.003271 0.0004742083
20060711 -0.002609 0.001605369
20060712 -0.012946 0.0002103492
20060713 -0.016428 0.001733695
20060714 -0.009025 0.0007608254
20060717 0.001767 5.244939e-05
20060718 0.007598 -0.003072925
20060719 0.024374 0.003859336
20060720 -0.007756 0.001780245
20060721 -0.008214 -0.0007588346
20060724 0.015095 0.0004187386
20060725 -0.001316 -0.001230544
20060726 -0.000791 0.001989061
20060727 0.00422 0.0001045779
20060728 0.010637 0.002819477
20060731 0.005847 0.0007817794
20060801 -0.016406 0.0002604574
20060802 0.002364 0.001197231
20060803 0.000131 0.0004940904
20060804 -0.005502 0.002803886
20060807 -0.005138 -0.0007002347
20060808 0.001457 0.0006743089
20060809 0.000796 -0.0004408428
20060810 0.004643 -0.0003891404
20060811 -0.003433 -0.002051975
20060814 0.015898 -0.0007282943
20060815 0.005217 0.004076816
20060816 0.026077 0.003156536
20060817 0.00354 0.0003099414
20060818 0.006678 0.001651400
20060821 -0.00776 0.001416996
20060822 -0.004162 0.0002831585
20060823 -0.003547 -0.0002831585
20060824 0.009025 0.0004633085
20060825 0.006299 0.0009773915
20060828 0.005508 -0.0002056873
20060829 0.013446 0.0007968026
20060830 -0.002211 0.001489089
20060831 -0.003078 0.001896658
20060901 0.005434 0.0005887699
20060905 -0.006879 -0.002049391
20060906 -0.00705 -0.0008465989
20060907 -0.010962 0.0004618701
20060908 0.015869 0.001589255
20060911 0.003347 -0.001178883
20060912 0.016681 0.001563001
20060913 -0.000851 0.0007166257
20060914 0.003163 -0.001203200
20060915 0.005699 -0.0003074322
20060918 -0.00844 -0.0002818959
20060919 -0.004499 0.003837205
20060920 0.018932 0.0005360356
20060921 -0.021697 0.004176328
20060922 -0.004901 0.002385909
20060925 0.009728 0.002557255
20060926 0.006098 -0.001290470
20060927 -0.00497 -5.06406e-05
20060928 -0.001218 -0.001393623
20060929 -0.00061 -0.0002535947
20061002 -0.000854 0.001596574
20061003 -0.002687 0.0002531902
20061004 0.017759 0.002604135
20061005 -0.002166 -0.002173859
20061006 0.002653 -0.004514451
20061009 0.010344 0.0004320368
20061010 0.002262 -0.002518605
20061011 0 -0.001657086
20061012 0.006058 0.000484663
20061013 0.016293 -0.001327005
20061016 0.007319 0.001429009
20061017 0.002768 0.0008156607
20061018 0.033008 0.0005603811
20061019 0.000445 -0.0008406894
20061020 0.0069 0.0003567424
20061023 0.011936 -0.001657381
20061024 -0.000765 0.0001531042
20061025 0.003716 0.002421031
20061026 -0.003158 0.00327815
20061027 -0.008521 0.002407289
20061030 0.008153 0.0007337036
20061031 0.009071 0.003635266
20061101 -0.00574 0.002365912
20061102 -0.001307 -0.001660587
20061103 -0.002945 -0.005833865
20061106 0.013018 0.0009114155
20061107 0.00162 0.002678799
20061108 0.001509 0.001689509
20061109 -0.001836 2.519495e-05
20061110 -0.007141 0.002114112
20061113 0.003378 -0.0002765939
20061114 0.013251 0.001708629
20061115 -0.001929 -0.002463365
20061116 0.003866 -0.001838907
20061117 0.003637 0.003096484
20061120 -0.005969 0.0007537878
20061121 -0.001823 0.001004167
20061122 0.004727 0.0006772434
20061124 -0.001818 0.001328071
20061127 -0.020354 0.001001151
20061128 -0.001093 0.001799551
20061129 0.001861 -0.0004246019
20061130 0.004371 0.003217482
20061201 -0.007289 0.002362862
20061204 0.024767 0.0003974069
20061205 0.010373 -0.0001738461
20061206 -0.00381 -0.001988962
20061207 0.001169 9.95421e-05
20061208 -0.003927 -0.003414972
20061211 -0.002344 0.001796184
20061212 0.005126 0.001643672
20061213 0.006906 -0.004214207
20061214 0.006226 -0.001075094
20061215 -0.000629 0.0001750941
20061218 0.001469 0.000825031
20061219 0.005868 -0.00039993
20061220 0 0.0002999625
20061221 -0.000937 0.002695621
20061222 -0.006881 -0.003445696
20061226 0.004305 0.001499588
20061227 0.016099 -0.002575678
20061228 -0.002366 -0.001252725
20061229 0.001856 -0.0005516965
20070103 0.001235 0.003180608
20070104 0.010692 0.002522258
20070105 -0.009053 -0.001073055
20070108 0.015192 2.496785e-05
20070109 0.01183 0.0002496443
20070110 -0.011792 -0.00094898
20070111 -0.002427 -0.002727081
20070112 0.006994 -0.001504325
20070116 0.014898 0.001554430
20070117 -0.007935 -0.001930866
20070118 -0.005699 0.001705372
20070119 -0.032981 -0.0009275625
20070122 0.009774 0.001077897
20070123 -0.000309 -0.001830607
20070124 0.003296 -0.0001255067
20070125 0.001129 -0.002513448
20070126 -0.000615 -0.0006293504
20070129 0.011185 -0.001385967
20070130 0.008423 0.000857006
20070131 -0.002214 0.002491225
20070201 -0.001513 -0.0004022021
20070202 0.001717 0.0005781146
20070205 0.012201 0.001481463
20070206 -0.00528 0.00225564
20070207 -1e-04 0.001300943
20070208 0.000804 0.0004749228
20070209 -0.010741 -0.002527181
20070212 0.000304 -0.0004259958
20070213 -0.002942 -0.000401103
20070214 0.009258 0.004428273
20070215 -0.002823 0.001471744
20070216 0.000708 0.0008969504
20070220 0.003637 0.001095181
20070221 -0.002617 -0.0004727721
20070222 -0.005954 -0.001968137
20070223 -0.007817 0.002888592
20070226 -0.00839 0.002880272
20070227 -0.030441 0.007336899
20070228 -0.010856 -0.002118958
20070301 -0.007209 0.0001726413
20070302 -0.014848 0.002217023
20070305 0.010011 -0.0007630864
20070306 0.021675 -0.0003694445
20070307 0.001493 0.001649130
20070308 -0.010006 -0.0002705661
20070309 0.003011 -0.004166108
20070312 0.008898 0.002491890
20070313 -0.014876 0.002706894
20070314 0.011326 -0.001204893
20070315 -0.003306 -0.0007137847
20070316 -0.00214 -0.0004432952
20070319 0.007936 -0.0008132185
20070320 0.005426 0.0009610054
20070321 0.009101 0.001673393
20070322 -0.001783 -0.003053588
20070323 -0.001681 -0.001085776
20070326 -0.000316 0.001726818
20070327 -0.002842 -0.0009370454
20070328 -0.004961 -9.868746e-05
20070329 0.003289 -0.000691085
20070330 -0.003278 -0.0007656874
20070402 0.010078 0.0007903772
20070403 0.009348 -0.001037498
20070404 0.001145 0.00074118
20070405 0.003222 -0.001037806
20070409 0.001036 -0.003343118
20070410 -0.001656 0.001759626
20070411 -0.013477 -0.0005944567
20070412 0.005359 7.432642e-05
20070413 -0.007735 -0.001090675
20070416 0.013168 0.001759364
20070417 0.009773 0.002818435
20070418 -0.023888 0.002071671
20070419 -0.00538 -0.0005175154
20070420 0.003076 0.0001232423
20070423 0.006661 0.001477724
20070424 0.03445 0.001893218
20070425 0.030155 -0.001228954
20070426 -0.005519 -0.002092695
20070427 0.002676 -0.0003450996
20070430 0.01028 0.003199924
20070501 0.009392 -4.915213e-05
20070502 -0.009208 -0.0002703799
20070503 0.005674 -0.001303765
20070504 0.001556 0.001893591
20070507 0.001943 0.0005649232
20070508 0.005138 0.0001964202
20070509 0.010553 -0.001842956
20070510 0.002874 0.001106181
20070511 0.012419 -0.000884847
20070514 -0.003869 -0.0004427173
20070515 -0.00701 -0.001206169
20070516 0.009921 0.0005909584
20070517 -0.00529 -0.002143888
20070518 0.025449 -0.002148494
20070521 -0.008797 0.001087171
20070522 -0.003176 -0.00205179
20070523 -0.010497 -0.001138952
20070524 -0.015439 0.0002229406
20070525 0.011833 -0.0002724897
20070529 0.006941 -0.000619571
20070530 0.009631 0.0001487321
20070531 -0.003086 -0.0006694685
20070601 -0.000563 -0.003055485
20070604 -0.00291 0.002013198
20070605 -0.003671 -0.002286908
20070606 -0.032407 0.0002985892
20070607 -0.005956 -0.006063876
20070608 0.012475 -0.0004506422
20070611 0.001455 -0.0002253973
20070612 -0.008526 -0.005021982
20070613 0.007622 0.002263013
20070614 0.007079 -0.0009045909
20070615 0.01194 0.002410426
20070618 0.002284 0.001628767
20070619 0.011108 0.002775314
20070620 -0.004695 -0.001599241
20070621 0.00566 -0.001576754
20070622 -0.020263 0.001551746
20070625 0.006319 0.003495110
20070626 0.002188 -0.001671136
20070627 0.000949 0.001895404
20070628 0.004932 -0.002195007
20070629 -0.006607 0.004186296
20070702 -0.00228 0.002012148
20070703 0.014951 -0.002335463
20070705 0.013792 -0.004662362
20070706 0.00907 -0.002101419
20070709 -0.00055 0.002276338
20070710 -0.00312 0.005606164
20070711 0.004327 -0.001840339
20070712 0.00165 -0.001968431
20070713 -0.006223 0.0006981151
20070716 0.009761 0.003830946
20070717 0.010122 -0.002137550
20070718 0.002799 0.003229415
20070719 0.043032 -0.000893256
20070720 -0.009063 0.002751647
20070723 0.013675 -7.426938e-05
20070724 -0.001804 0.001187649
20070725 0.016614 0.001729463
20070726 -0.013294 0.005735189
20070727 -0.007809 -0.002309810
20070730 -0.009514 -0.0005413652
20070731 -0.033793 0.001770652
20070801 0.012562 0.0005895213
20070802 0.010621 -0.0001227883
20070803 -0.011834 0.001791214
20070806 0.017875 -0.001422894
20070807 -0.003161 -0.0006876397
20070808 -0.001321 -0.005567614
20070809 -0.019915 0.003329514
20070810 0.017249 0.0009843974
20070813 0.000621 0.0005901736
20070814 -0.005856 0.002062869
20070815 -0.007318 0.001421883
20070816 -0.013845 0.004911973
20070817 0.011031 -0.003638899
20070820 -0.015149 0.002663313
20070821 -0.001648 0.002485866
20070822 0.008804 -0.002168696
20070823 0.013182 0
20070824 0.016061 -0.001171589
20070827 0.001766 0.002390537
20070828 -0.012694 0.003842137
20070829 0.022946 -0.001408690
20070830 0.006983 0.002136545
20070831 0.011441 -0.001237669
20070904 0.012855 -0.0001942832
20070905 -0.002623 0.004894132
20070906 -0.002206 -0.003486433
20070907 -0.017599 0.006599408
20070910 0.002164 0.001925670
20070911 0.013385 -0.002263044
20070912 -0.011504 -0.002171554
20070913 -0.000431 -0.003750988
20070914 -0.007072 0.001187318
20070917 -0.005298 0.0001695018
20070918 0.018425 0.0004357299
20070919 0.000343 -0.002204805
20070920 0.001629 -0.006009093
20070921 -0.000685 0.00353198
20070924 -0.004538 0.000777794
20070925 0.002237 0.001311157
20070926 0.006781 4.852838e-05
20070927 0.003495 0.002834819
20070928 0.000765 0.0001935406
20071001 0.010441 0.001474517
20071002 -0.005629 0.001520582
20071003 -0.01656 -2.411818e-05
20071004 -0.0061 0.001446062
20071005 0.005273 -0.005409335
20071008 0.01264 0.0004357615
20071009 0.0045 -0.0004841912
20071010 0.002705 0.0006536027
20071011 -0.004805 -0.0004841091
20071012 -0.002033 -0.001211299
20071015 0.001867 0.001041806
20071016 0.013302 0.001161665
20071017 -0.03194 0.005403332
20071018 -0.008464 0.002186791
20071019 -0.021951 0.004908837
20071022 0.009708 0.0003104811
20071023 0.011555 9.551326e-05
20071024 -0.015085 0.004122243
20071025 -0.001239 -0.001118236
20071026 0.008155 -0.001405515
20071029 0.009408 0.0005481476
20071030 -0.005923 -0.0003812883
20071031 0.017525 -0.004754462
20071101 -0.021271 0.005755034
20071102 0.008271 0.003707669
20071105 -0.010385 -0.0009493747
20071106 -0.002028 -0.001330641
20071107 -0.014933 0.001401875
20071108 -0.044743 0.002513696
